template_name,template_string
samsum - None - Given the above dialogue write a summary,"{e1}
Given the above dialogue, write a summary. |||
{e2}"
samsum - None - Sum up the following dialogue,"Sum up the following dialogue: 
{e1}
|||{e2}"
samsum - None - Summarize this dialogue:,"Summarize this dialogue: {e1} |||
{e2}"
samsum - None - Summarize:,"Summarize: {e1}|||
{e2}"
samsum - None - To sum up this dialog,"{e1}
To sum up this dialog:
|||{e2}"
samsum - None - Write a dialogue that match this summary,"Write a dialogue that matches this summary: {e1} |||
{e2}"
xsum - None - DOC_boils_down_to_simple_idea_that,"{e1}
This boils down to the simple idea that ||| {e2}"
xsum - None - DOC_given_above_write_one_sentence,"{e1}

===

Given the above document, write one sentence to summarize: ||| {e2}"
xsum - None - DOC_how_would_you_rephrase_few_words,"{e1}
How would you rephrase that in a few words? ||| {e2}"
xsum - None - DOC_tldr,"{e1}

TL;DR: ||| {e2}"
xsum - None - DOC_write_summary_of_above,"{e1}

===

Write a summary of the text above : ||| {e2}"
xsum - None - article_DOC_summary,"Article: {e1}

Summary: ||| {e2}"
xsum - None - college_roommate_asked_DOC_so_I_recap,"My college roommate asked me what this article means:

{e1}

So I recapped it in layman's terms: ||| {e2}"
xsum - None - read_below_DOC_write_abstract,"First, please read the article below.

{e1}

Now, can you write me an extremely short abstract for it?  ||| {e2}"
xsum - None - summarize_DOC,"Summarize: {e1}|||
{e2}"
xsum - None - summarize_this_DOC_summary,"Summarize this document: {e1}
Summary: ||| {e2}"
ag_news - None - classify,"{e1} 
What label best describes this news article? ||| 
{e2}"
ag_news - None - classify_question_first,"What label best describes this news article?
{e1} ||| 
{e2}"
ag_news - None - classify_with_choices,"{e1} 
Is this a piece of news regarding {e2}? ||| 
{e3}"
ag_news - None - classify_with_choices_question_first,"Is this a piece of news regarding {e1}?
{e2} 
||| 
{e3}"
ag_news - None - recommend,"Would you recommend the following article to a {e1}, an {e2}, a {e3}, or a {e4}?

{e5}
|||
{e6}"
ag_news - None - which_section,"{e1} 

Which section of a newspaper would this article likely appear in? ||| 
{e2}"
ag_news - None - which_section_choices,"{e1} 

Which of the following sections of a newspaper would this article likely appear in? {e2}, {e3}, {e4}, or {e5}? ||| 
{e6}"
dbpedia_14 - None - given_a_choice_of_categories ,"{e1} - {e2} Given a choice of categories {e3}, the text refers to which one? ||| {e4}"
dbpedia_14 - None - given_a_list_of_category_what_does_the_title_belong_to,"""{e1}"", given a list of categories: {e2}, what category does the title belong to? ||| {e3}

"
dbpedia_14 - None - given_list_what_category_does_the_paragraph_belong_to,"{e1} Given a list of categories: {e2}, what category does the paragraph belong to? ||| {e3}

"
dbpedia_14 - None - pick_one_category_for_the_following_text,Pick one category for the following text. The options are - {e1}. {e2} - {e3} ||| {e4}
trec - None - fine_grained_ABBR,"{e1} %} 
{e2}
Is this question asking for an {e3}?
{e4}
|||
{e5}
{e6}"
trec - None - fine_grained_ABBR_context_first,"{e1} %} 
{e2}
{e3}

Is this question asking for an {e4}?
|||
{e5}
{e6}"
trec - None - fine_grained_DESC,"{e1} %}
{e2}
Is this question asking for {e3}?
{e4}
|||
{e5}
{e6}"
trec - None - fine_grained_DESC_context_first,"{e1} %}
{e2}
{e3}

Is this question asking for {e4}?
|||
{e5}
{e6}"
trec - None - fine_grained_ENTY,"{e1} %}
{e2}
Is this question asking for {e3}?
{e4}
|||
{e5}
{e6}"
trec - None - fine_grained_HUM,"{e1} %}
{e2}
Is this question asking for {e3}?
{e4}
|||
{e5}
{e6}"
trec - None - fine_grained_HUM_context_first,"{e1} %}
{e2}
{e3}

Is this question asking for {e4}?
|||
{e5}{e6}"
trec - None - fine_grained_LOC,"{e1} %}
{e2}
Is this question asking for {e3}?
{e4}
|||
{e5}
{e6}"
trec - None - fine_grained_LOC_context_first,"{e1} %}
{e2}
{e3}

Is this question asking for {e4}?
|||
{e5}
{e6}"
trec - None - fine_grained_NUM,"{e1} %}
{e2}
Is this question asking for {e3}?
{e4}
|||
{e5}
{e6}"
trec - None - fine_grained_NUM_context_first,"{e1} %}
{e2}
{e3}

Is this question asking for {e4}?
|||
{e5}
{e6}"
trec - None - fine_grained_open,"What is this question asking for?

{e1}
|||
{e2}"
trec - None - fine_grained_open_context_first,"{e1}

What is this question asking for?
|||
{e2}"
trec - None - pick_the_best_descriptor,"Question: {e1}

Descriptors: {e2}

Best Descriptor?
|||
{e3}"
trec - None - trec1,"{e1}

Is this asking about {e2}?
|||
{e3}"
trec - None - trec2,"Is the following question asking about {e1}?

{e2}
|||
{e3}"
trec - None - what_category_best_describe,"Categories: {e1}

What category best describes: {e2} 
Answer: ||| {e3}"
trec - None - which_category_best_describes,"Which category best describes the following question: {e1} 

Choose from the following list: 
{e2}
 ||| {e3}"
super_glue - wic - GPT-3-prompt,"{e1}
{e2}
Question: Is the word '{e3}' used in the same sense in the two sentences above?
||| {e4}
{e5}
{e6}"
super_glue - wic - GPT-3-prompt-with-label,"{e1}
{e2}
Question: Is the word '{e3}' used in the same sense in the two sentences above? Yes, No?
||| {e4}
{e5}
{e6}"
super_glue - wic - affirmation_true_or_false,"Sentence A: {e1}
Sentence B: {e2}

""{e3}"" has a similar meaning in sentences A and B. True or False?
||| {e4}
{e5}
{e6}"
super_glue - wic - grammar_homework,"Homework

Decide whether the word ""{e1}"" is used with the same meaning in the two following sentences. Answer by yes or no.
{e2}
{e3}
||| {e4}
{e5}
{e6}"
super_glue - wic - polysemous,"The word ""{e1}"" has multiple meanings. Does it have the same meaning in sentences 1 and 2? Yes or no?

Sentence 1: {e2}
Sentence 2: {e3}
||| {e4}
{e5}
{e6}"
super_glue - wic - question-context,"Determine if the word '{e1}' is used in the same way in the two sentences below. 
{e2}
{e3}
||| {e4}
{e5}
{e6}"
super_glue - wic - question-context-meaning,"Does the word ""{e1}"" have the same meaning in these two sentences?
{e2}
{e3}
||| {e4}
{e5}
{e6}"
super_glue - wic - question-context-meaning-with-label,"Does the word ""{e1}"" have the same meaning in these two sentences? Yes, No?
{e2}
{e3}
||| {e4}
{e5}
{e6}"
super_glue - wic - same_sense,"Sentence 1: {e1}
Sentence 2: {e2}

Determine whether the word ""{e3}"" is used in the same sense in both sentences. Yes or no?
||| {e4}
{e5}
{e6}"
super_glue - wic - similar-sense,"{e1}
{e2}
Similar sense of {e3}?
||| {e4}
{e5}
{e6}"
